concurso;data_do_sorteio;bola1;bola2;bola3;bola4;bola5;bola6;ganhadores_6_acertos;cidade_uf;rateio_6_acertos;ganhadores_5_acertos;rateio_5_acertos;ganhadores_4_acertos;rateio_4_acertos;acumulado_6_acertos;arrecadacao_total;estimativa_premio;acumulado_sorteio_especial_mega_da_virada;observacao
2559;2023-01-28;9;12;20;30;32;35;0;NULL;0.00;163;40505.04;10641;886.37;102378415.66;114513277.50;115000000.00;8980562.95;NULL
2560;2023-02-01;4;5;17;20;48;52;0;NULL;0.00;151;52127.84;13422;837.78;116878183.88;136523016.00;135000000.00;11051958.41;NULL
2561;2023-02-04;19;22;37;44;51;56;0;NULL;0.00;393;23693.33;19908;668.17;134030908.34;161502007.50;160000000.00;13502347.64;NULL
2562;2023-02-08;6;12;32;44;51;57;2;PIRACICABA/SP/SAO PAULO/SP;76403943.65;226;45102.73;14672;992.48;0.00;176795226.00;3000000.00;16184773.22;NULL
2563;2023-02-11;5;9;14;30;38;50;0;NULL;0.00;49;54606.04;3714;1029.19;4928913.08;46408333.50;10000000.00;16888903.69;NULL
2564;2023-02-14;7;8;14;19;32;45;0;NULL;0.00;55;35106.57;4623;596.66;45518196.12;33489630.00;53000000.00;17397025.10;NULL
2565;2023-02-16;9;13;25;39;46;54;3;CAMPO GRANDE/MS/BELEM/PA/PARANAGUA/PR;17626625.69;164;24367.94;8245;692.42;0.00;69314134.50;3000000.00;18448693.83;NULL
2566;2023-02-18;11;23;45;53;57;59;0;NULL;0.00;60;36334.95;3862;806.42;4015967.86;37812469.50;9000000.00;19022403.54;NULL
2567;2023-02-23;10;11;19;33;58;60;1;BRASILIA/DF;8548140.96;103;23886.63;5786;607.45;0.00;42672816.00;3000000.00;19669856.85;NULL
2568;2023-02-25;16;22;29;35;38;49;0;NULL;0.00;59;35496.26;3217;930.00;3857882.66;36324013.50;9000000.00;20220982.96;NULL
2569;2023-03-01;6;7;25;28;31;52;0;NULL;0.00;51;54548.94;4277;929.22;24629284.54;48252046.50;32000000.00;20953087.15;NULL
2570;2023-03-04;8;18;26;27;47;50;1;CANAL ELETRONICO;33139056.49;75;61594.54;5940;1111.01;0.00;80124021.00;3000000.00;22168768.88;NULL
2571;2023-03-08;9;18;33;38;41;51;0;NULL;0.00;38;57282.26;3051;1019.20;4009758.06;37754001.00;9000000.00;22741591.46;NULL
2572;2023-03-11;3;7;15;22;24;50;0;NULL;0.00;101;30374.17;7223;606.75;9660950.91;53208981.00;16000000.00;23548904.75;NULL
2573;2023-03-14;6;26;32;35;37;49;0;NULL;0.00;37;58420.68;2718;1136.11;13642781.39;37491048.00;18000000.00;24117737.69;NULL
2574;2023-03-16;12;17;43;44;48;60;0;NULL;0.00;68;41754.98;4377;926.70;36085258.70;49246618.50;45000000.00;24864932.02;NULL
2575;2023-03-18;4;12;14;41;46;53;0;NULL;0.00;69;61915.50;5767;1058.27;43955044.39;74098210.50;54000000.00;25989187.14;NULL
2576;2023-03-22;29;32;33;35;38;43;0;NULL;0.00;111;44581.85;7105;994.99;53070858.80;85830232.50;63000000.00;27291446.35;NULL
2577;2023-03-25;12;18;22;31;44;50;0;NULL;0.00;123;46928.10;9182;898.05;63703777.84;100114578.00;75000000.00;28810434.80;NULL
2578;2023-03-29;37;39;47;50;59;60;2;CANAL ELETRONICO/BETIM/MG;37457585.34;296;20561.43;6128;1418.82;0.00;105561216.00;3000000.00;30412062.37;NULL
2579;2023-04-01;5;10;26;35;38;44;0;NULL;0.00;109;21479.95;5186;644.95;31431315.96;40608688.50;37000000.00;31028197.71;NULL
2580;2023-04-05;3;4;13;29;36;43;0;NULL;0.00;109;35731.67;8175;680.60;38605860.02;67552141.50;47000000.00;32053132.59;NULL
2581;2023-04-08;14;17;32;36;39;60;1;SAO PAULO/SP;46558149.50;239;18062.58;6605;933.69;0.00;74875027.50;3000000.00;33189173.97;NULL
2582;2023-04-12;10;14;17;19;21;34;0;NULL;0.00;95;21843.53;6127;483.83;3822617.37;35991972.00;9000000.00;33735262.17;NULL
2583;2023-04-15;2;20;27;30;52;59;0;NULL;0.00;51;58015.77;3786;1116.44;9273046.02;51318679.50;16000000.00;34513894.85;NULL
2584;2023-04-19;1;5;12;36;53;55;0;NULL;0.00;50;60857.25;4899;887.31;33738700.57;52776621.00;42000000.00;35314648.15;NULL
2585;2023-04-22;14;26;34;36;43;59;0;NULL;0.00;70;58471.80;5743;1018.14;41278485.91;70991082.00;50000000.00;36391760.36;NULL
2586;2023-04-26;10;18;41;49;53;59;0;NULL;0.00;76;64781.77;6010;1170.29;50347934.06;85393669.50;60000000.00;37687395.83;NULL
2587;2023-04-29;5;10;11;22;23;37;1;PEDRO LEOPOLDO/MG;61056497.58;328;17723.23;27180;305.54;0.00;100826811.00;3000000.00;39217190.63;NULL
2588;2023-05-03;9;13;22;31;57;58;0;NULL;0.00;38;46948.05;2610;976.47;3286363.81;30942860.00;7000000.00;39686671.19;NULL
2589;2023-05-06;1;15;16;25;32;36;0;NULL;0.00;35;83308.16;3201;1301.28;31270621.83;50572550.00;40000000.00;40453983.22;NULL
2590;2023-05-09;2;12;28;36;43;48;0;NULL;0.00;76;38151.92;4995;829.27;36611889.40;50290870.00;45000000.00;41217021.47;NULL
2591;2023-05-11;10;11;21;23;28;30;1;ITANHANGA/MT;43295767.40;116;31279.23;7633;679.07;0.00;62932260.00;3000000.00;42171861.20;NULL
2592;2023-05-13;15;17;28;34;35;51;0;NULL;0.00;26;80203.83;2783;1070.42;3841341.54;36168270.00;10000000.00;42720624.29;NULL
2593;2023-05-17;10;14;17;25;32;39;0;NULL;0.00;111;22333.32;7145;495.65;8407916.20;42996725.00;14000000.00;43372992.11;NULL
2594;2023-05-20;7;26;32;35;49;55;0;NULL;0.00;76;42829.41;4591;1012.86;31016661.57;56456635.00;39000000.00;44229580.42;NULL
2595;2023-05-24;1;13;34;39;50;52;0;NULL;0.00;36;104533.47;3827;1404.75;37948880.85;65270525.00;45000000.00;45219897.47;NULL
2596;2023-05-27;34;35;39;47;51;56;0;NULL;0.00;71;64445.75;4564;1432.21;46377706.65;79361870.00;57000000.00;46424015.45;NULL
2597;2023-05-31;14;26;34;54;56;58;0;NULL;0.00;92;52271.31;6038;1137.78;55236319.16;83408540.00;65000000.00;47689531.54;NULL
2598;2023-06-03;7;14;24;53;58;60;1;RIO GRANDE DA SERRA/SP;66093916.13;81;72766.96;7347;1146.07;0.00;102230040.00;3000000.00;49240616.84;NULL
2599;2023-06-07;23;28;34;43;47;60;0;NULL;0.00;28;77647.70;2551;1217.52;28570966.72;37709075.00;35000000.00;49812757.78;NULL
2600;2023-06-10;4;18;37;38;46;60;0;NULL;0.00;44;83945.89;3901;1352.62;35375001.52;64063600.00;45000000.00;50784762.76;NULL
2601;2023-06-14;3;8;34;40;44;55;0;NULL;0.00;54;74307.61;4682;1224.32;42766652.67;69596320.00;51000000.00;51840712.94;NULL
2602;2023-06-17;11;14;16;30;32;46;1;CANAL ELETRONICO;51774681.61;111;44054.71;6285;1111.50;0.00;84815375.00;3000000.00;53127574.22;NULL
2603;2023-06-21;3;7;13;29;52;56;0;NULL;0.00;62;31200.44;4432;623.52;3563418.81;33551480.00;8000000.00;53636634.06;NULL
2604;2023-06-24;16;17;19;22;46;57;0;NULL;0.00;38;66381.38;3256;1106.74;27955951.50;43751115.00;32000000.00;54300447.87;NULL
2605;2023-06-27;5;11;26;35;46;54;0;NULL;0.00;36;59197.35;3055;996.54;31881670.64;36962730.00;37000000.00;54861264.91;NULL
2606;2023-06-29;2;10;16;32;45;49;0;NULL;0.00;107;26341.39;4433;908.29;37073696.49;48885680.00;43000000.00;55602982.90;NULL
2607;2023-07-01;7;11;25;51;57;60;1;BELEM/PA;44355154.71;111;35610.73;6591;856.75;0.00;68558795.00;3000000.00;56643191.24;NULL
2608;2023-07-05;7;13;17;24;29;52;0;NULL;0.00;113;18434.90;7355;404.61;3837368.32;36130860.00;9000000.00;57191386.73;NULL
2609;2023-07-08;3;21;27;32;35;60;0;NULL;0.00;50;61254.15;4420;989.88;25745621.28;53120820.00;35000000.00;57997362.39;NULL
2610;2023-07-12;10;23;34;53;55;57;0;NULL;0.00;97;38165.50;6983;757.36;32565194.23;64209900.00;40000000.00;58971587.11;NULL
2611;2023-07-15;4;12;18;21;25;49;0;NULL;0.00;178;25434.22;9213;702.00;40904941.68;78523150.00;50000000.00;60162979.62;NULL
2612;2023-07-19;20;27;34;44;50;54;0;NULL;0.00;50;90719.26;3638;1781.18;49260663.27;78673555.00;60000000.00;61356654.15;NULL
2613;2023-07-22;14;26;40;42;46;52;0;NULL;0.00;70;80398.82;5774;1392.42;59627878.97;97612840.00;70000000.00;62837684.98;NULL
2614;2023-07-25;3;8;13;14;19;25;3;CANAL ELETRONICO/CONTAGEM/MG;22746383.38;251;18624.27;12145;549.86;26710218.14;81079690.00;33000000.00;64067866.59;NULL
2615;2023-07-27;5;7;22;23;41;59;0;NULL;0.00;82;37333.91;5737;762.31;32349603.79;53097810.00;40000000.00;64873493.13;NULL
2616;2023-07-29;6;16;23;35;38;49;0;NULL;0.00;103;39221.73;6817;846.58;39791409.84;70068555.00;50000000.00;65936608.29;NULL
2617;2023-08-02;3;14;36;42;43;44;0;NULL;0.00;83;56735.82;6354;1058.74;48466017.86;81676040.00;60000000.00;67175838.03;NULL
2618;2023-08-05;6;17;29;35;45;48;0;NULL;0.00;121;49036.67;9213;920.04;59396034.00;102911905.00;75000000.00;68737268.92;NULL
2619;2023-08-09;5;36;39;41;44;50;0;NULL;0.00;83;76879.44;6849;1330.95;99084383.99;110674495.00;115000000.00;70416477.70;NULL
2620;2023-08-12;4;6;13;21;26;28;4;CANAL ELETRONICO/UBERABA/MG/SINOP/MT;29058128.28;404;23042.04;21667;613.76;0.00;161458740.00;3500000.00;72866210.44;NULL
2621;2023-08-16;6;9;14;16;42;47;2;CANAL ELETRONICO/JUAZEIRO/BA;1928029.09;33;63432.99;3245;921.54;0.00;36306835.00;4000000.00;73417075.91;NULL
2622;2023-08-19;9;19;22;24;50;60;1;SAO FRANCISCO DO CONDE/BA;4645727.41;34;74175.48;3419;1053.76;0.00;43741990.00;3000000.00;74080751.27;NULL
2623;2023-08-22;10;15;20;35;37;59;0;NULL;0.00;17;76049.64;1967;938.95;2381554.50;22423600.00;5500000.00;74420973.34;NULL
2624;2023-08-24;5;31;37;47;52;58;0;NULL;0.00;17;101127.88;1392;1764.34;25158857.14;29818040.00;30000000.00;74873387.57;NULL
2625;2023-08-26;9;10;35;44;55;58;0;NULL;0.00;47;66823.09;3624;1238.04;30944329.62;54473295.00;37000000.00;75699883.65;NULL
2626;2023-08-29;1;9;13;16;52;59;0;NULL;0.00;51;48782.47;3431;1035.89;35527314.40;43151235.00;42000000.00;76354595.77;NULL
2627;2023-08-31;13;25;31;43;57;58;0;NULL;0.00;56;55477.63;4691;946.11;41250269.42;53884660.00;48000000.00;77172160.78;NULL
2628;2023-09-02;5;14;32;40;53;54;0;NULL;0.00;64;63338.93;5019;1153.81;48717595.54;70308840.00;55000000.00;78238921.67;NULL
2629;2023-09-05;11;32;35;40;41;48;0;NULL;0.00;49;66934.91;3184;1471.55;73365376.52;56886340.00;85000000.00;79102029.68;NULL
2630;2023-09-09;14;18;22;26;31;38;1;SANTA LUZIA/MG;84729015.05;250;24675.33;9565;921.34;0.00;106994690.00;3000000.00;80725406.63;NULL
2631;2023-09-12;14;26;36;39;50;53;0;NULL;0.00;17;80043.54;1333;1458.30;2506626.57;23601220.00;6000000.00;81083496.15;NULL
2632;2023-09-14;5;10;27;38;56;57;0;NULL;0.00;48;33801.98;2911;796.23;5495433.60;28141205.00;9000000.00;81510468.60;NULL
2633;2023-09-16;2;23;25;33;45;54;0;NULL;0.00;47;48974.35;4112;799.67;9735581.10;39923240.00;14500000.00;82116203.98;NULL
2634;2023-09-19;8;27;28;32;48;56;0;NULL;0.00;34;57373.12;3001;928.58;28850006.34;33833480.00;35000000.00;82629542.46;NULL
2635;2023-09-21;6;11;29;37;56;58;0;NULL;0.00;58;45524.71;3627;1039.99;33713961.47;45796720.00;40000000.00;83324393.21;NULL
2636;2023-09-23;5;16;38;42;43;48;1;LUCAS DO RIO VERDE/MT;40435445.43;49;74465.42;4597;1133.90;0.00;63286340.00;3000000.00;84284605.21;NULL
2637;2023-09-26;1;2;10;32;34;59;0;NULL;0.00;36;35309.01;3112;583.51;2341544.54;22046885.00;5200000.00;84619111.58;NULL
2638;2023-09-28;9;30;34;44;54;55;0;NULL;0.00;15;105633.81;1319;1716.13;5260373.56;27482325.00;9000000.00;85036087.18;NULL
2639;2023-09-30;2;8;11;22;48;49;0;NULL;0.00;86;28116.34;6619;521.87;23103185.31;41938845.00;29000000.00;85672404.32;NULL
2640;2023-10-03;4;8;10;27;28;32;0;NULL;0.00;109;21983.71;6453;530.47;27517283.71;41561080.00;33000000.00;86302989.82;NULL
2641;2023-10-05;9;24;34;39;45;50;1;CANAL ELETRONICO;32744242.80;32;88671.63;2766;1465.49;0.00;49214595.00;3000000.00;87049698.28;NULL
2642;2023-10-07;8;13;31;33;49;50;0;NULL;0.00;55;36721.15;3107;928.62;3720432.27;35029845.00;6500000.00;87581188.61;NULL
2643;2023-10-10;2;10;29;31;56;59;0;NULL;0.00;39;44282.29;2457;1004.13;6901765.34;29953940.00;12000000.00;88035664.78;NULL
2644;2023-10-14;4;17;22;28;30;49;0;NULL;0.00;89;37626.65;7255;659.40;27346426.59;58082435.00;34000000.00;88916920.55;NULL
2645;2023-10-17;8;22;34;42;51;59;0;NULL;0.00;55;48487.58;3566;1068.35;32258984.41;46254340.00;40000000.00;89618714.54;NULL
2646;2023-10-19;18;28;30;39;41;58;0;NULL;0.00;30;100459.57;2705;1591.64;37810697.36;52272325.00;45000000.00;90411816.41;NULL
2647;2023-10-21;9;33;39;43;50;54;0;NULL;0.00;46;84014.29;3784;1459.02;44929803.07;67030160.00;52000000.00;91428831.53;NULL
2648;2023-10-24;20;44;45;46;56;59;0;NULL;0.00;38;90552.96;2775;1771.43;51268509.88;59682290.00;60000000.00;92334361.10;NULL
2649;2023-10-26;6;11;26;32;46;56;0;NULL;0.00;76;52779.21;6117;936.78;78338906.99;69572195.00;90000000.00;93389945.23;NULL
2650;2023-10-28;9;18;29;37;39;58;0;NULL;0.00;136;44304.85;7564;1137.99;89438435.62;104507955.00;105000000.00;94975592.19;NULL
2651;2023-11-01;6;23;35;36;37;59;1;GOIANIA/GO;104876676.04;190;44109.26;12147;985.63;0.00;145359230.00;3500000.00;97181055.12;NULL
2652;2023-11-04;13;23;26;29;45;59;0;NULL;0.00;76;28805.98;4089;764.85;4032837.37;37971305.00;9000000.00;97757174.76;NULL
2653;2023-11-07;14;32;41;43;48;60;0;NULL;0.00;31;63674.08;1965;1435.03;7668962.65;34236050.00;12000000.00;98276621.25;NULL
2654;2023-11-09;11;17;23;36;47;51;1;FLORIANOPOLIS/SC;11906870.24;66;34857.25;4104;800.81;24165201.83;39902150.00;30000000.00;98882036.64;NULL
2655;2023-11-11;10;23;30;31;49;56;0;NULL;0.00;57;57391.95;3909;1195.53;30191355.90;56739440.00;37000000.00;99742915.80;NULL
2656;2023-11-14;20;24;27;46;57;58;0;NULL;0.00;62;47313.97;3946;1062.00;35595109.06;50879205.00;43000000.00;100514880.56;NULL
2657;2023-11-18;7;27;32;33;36;53;0;NULL;0.00;76;62551.38;7214;941.40;44352302.43;82453625.00;51000000.00;101765908.19;NULL
2658;2023-11-21;5;13;39;51;58;60;1;ARACRUZ/ES;50248574.29;78;41036.33;4750;962.65;0.00;55516530.00;3500000.00;102608232.75;NULL
2659;2023-11-23;11;36;46;53;55;60;0;NULL;0.00;23;64043.99;1291;1629.97;20814298.17;25548505.00;26000000.00;102995867.45;NULL
2660;2023-11-25;6;12;13;20;38;60;0;NULL;0.00;57;49487.39;4376;920.86;26010474.08;48924755.00;32000000.00;103738178.31;NULL
2661;2023-11-28;6;30;35;38;41;56;0;NULL;0.00;28;91906.90;2544;1445.07;30750935.39;44633960.00;37000000.00;104415387.08;NULL
2662;2023-11-30;17;20;31;34;40;42;1;CANAL ELETRONICO;35852142.15;40;69230.66;3003;1317.36;0.00;48030570.00;3000000.00;105144130.92;NULL
2663;2023-12-02;7;11;27;41;56;59;0;NULL;0.00;42;47216.63;2764;1024.96;3653076.00;34395650.00;7000000.00;105665998.93;NULL
2664;2023-12-05;12;15;17;30;40;52;0;NULL;0.00;24;73841.14;1798;1408.06;20718216.36;30737525.00;27000000.00;106132364.05;NULL
2665;2023-12-07;3;14;21;22;37;39;0;NULL;0.00;56;43607.57;3900;894.51;25216681.21;42355435.00;30000000.00;106775001.90;NULL
2666;2023-12-09;5;25;29;30;43;47;1;MARIANA/MG;30781665.32;70;43157.02;4455;968.73;0.00;52397280.00;3000000.00;107569999.65;NULL
2667;2023-12-12;1;4;8;21;46;51;0;NULL;0.00;65;23963.56;2005;1109.81;2869320.94;27016180.00;7000000.00;107979902.65;NULL
2668;2023-12-14;1;27;30;41;46;57;0;NULL;0.00;16;110323.58;1307;1929.36;6120963.38;30615940.00;10000000.00;108444423.02;NULL
2669;2023-12-16;4;7;16;35;46;54;0;NULL;0.00;64;36773.28;3317;1013.60;132418255.11;40819870.00;570000000.00;132418255.11;NULL
2670;2023-12-31;21;24;33;41;48;56;5;CANAL ELETRONICO/SALVADOR/BA/BOM DESPACHO/MG/REDENCAO/PA/IPIRA/SC;117778204.25;1996;70083.58;164379;1215.71;0.00;2426252750.00;3000000.00;0.00;NULL
2671;2024-01-04;16;19;43;53;57;58;0;NULL;0.00;16;98282.79;1481;1516.85;2896755.93;27274495.00;6500000.00;413822.29;NULL
2672;2024-01-06;10;13;20;40;43;56;1;RIO DE JANEIRO/RJ;6480136.97;22;88421.09;2413;1151.65;0.00;33739435.00;3000000.00;925733.88;NULL
2673;2024-01-09;4;27;35;45;52;56;0;NULL;0.00;19;67909.40;1547;1191.50;2376828.79;22379105.00;5500000.00;1265280.85;NULL
2674;2024-01-11;8;14;15;21;23;46;0;NULL;0.00;49;30629.56;2605;823.05;12446609.84;26031315.00;16000000.00;1660241.00;NULL
2675;2024-01-13;1;26;31;34;42;45;0;NULL;0.00;19;125186.63;2148;1581.90;16828141.84;41254450.00;21000000.00;2286174.15;NULL
2676;2024-01-16;4;6;14;19;22;29;0;NULL;0.00;70;30526.54;4664;654.51;20764458.36;37062510.00;27000000.00;2848505.10;NULL
2677;2024-01-18;3;7;32;34;42;54;0;NULL;0.00;47;52422.61;3870;909.50;25303152.50;42734215.00;31000000.00;3496890.00;NULL
2678;2024-01-20;10;13;16;18;37;54;0;NULL;0.00;76;41657.90;5455;829.12;31135258.03;54912370.00;38000000.00;4330047.94;NULL
2679;2024-01-23;7;18;20;26;38;51;0;NULL;0.00;50;56509.22;3438;1174.04;51358790.77;49005920.00;58000000.00;5073590.27;NULL
2680;2024-01-25;3;11;42;45;46;57;0;NULL;0.00;70;49683.45;4756;1044.64;57765340.28;60321065.00;65000000.00;5988811.64;NULL
2681;2024-01-27;10;20;30;42;47;53;0;NULL;0.00;73;61715.90;5852;1099.80;66064504.78;78141040.00;76000000.00;7174406.59;NULL
2682;2024-01-30;4;17;29;30;52;58;0;NULL;0.00;83;53385.65;5942;1065.29;74226889.43;76853185.00;83000000.00;8340461.55;NULL
2683;2024-02-01;1;3;23;27;47;57;0;NULL;0.00;124;40113.14;8280;858.18;83389575.60;86271555.00;95000000.00;9649416.73;NULL
2684;2024-02-03;17;26;45;46;48;53;1;BRASILIA/DF;94839718.02;109;57025.61;8288;1071.39;27330868.55;107809170.00;32000000.00;11285151.38;NULL
2685;2024-02-06;9;16;31;46;47;51;0;NULL;0.00;28;92155.98;2743;1343.87;32084176.71;44754920.00;38000000.00;11964195.42;NULL
2686;2024-02-08;6;12;20;41;43;59;0;NULL;0.00;56;52029.49;3301;1260.93;37451429.01;50535530.00;44000000.00;12730945.76;NULL
2687;2024-02-10;2;4;24;30;34;50;0;NULL;0.00;50;74293.74;4178;1270.15;44294273.62;64429015.00;53000000.00;13708494.99;NULL
2688;2024-02-15;12;17;33;41;46;54;0;NULL;0.00;108;34625.31;6720;794.96;51182887.82;64859960.00;58000000.00;14692582.75;NULL
2689;2024-02-17;9;16;20;47;48;52;0;NULL;0.00;65;65325.01;4926;1231.40;78913962.98;73646500.00;87000000.00;15809984.28;NULL
2690;2024-02-20;9;28;33;43;45;55;0;NULL;0.00;67;63167.59;6540;924.47;86710173.90;73405465.00;97000000.00;16923728.71;NULL
2691;2024-02-22;13;15;28;37;40;57;0;NULL;0.00;77;65378.35;6572;1094.28;95983576.61;87314010.00;110000000.00;18248500.53;NULL
2692;2024-02-24;9;33;45;55;56;59;0;NULL;0.00;152;44288.17;14561;660.45;108384264.47;116759060.00;120000000.00;20020027.39;NULL
2693;2024-02-27;11;29;44;45;46;50;0;NULL;0.00;117;55729.62;6988;1332.97;120395462.35;113091805.00;135000000.00;21735912.81;NULL
2694;2024-02-29;7;20;22;29;41;58;0;NULL;0.00;152;45680.09;10083;983.74;167299669.74;120428650.00;185000000.00;23563116.53;NULL
2695;2024-03-02;15;17;32;33;34;40;0;NULL;0.00;249;40004.66;15891;895.48;185649175.09;172770335.00;205000000.00;26184474.45;As Loterias CAIXA informam que os sorteios desta terça-feira estão com atraso por questões operacionais. Acompanhe a transmissão pelo perfil das Loterias CAIXA no Facebook e no canal da CAIXA no YouTube.
2696;2024-03-05;4;13;18;39;55;59;1;GOIANIA/GO;206475189.75;287;39392.16;16669;968.91;0.00;196087985.00;3500000.00;29159619.41;NULL
2697;2024-03-07;10;11;13;25;27;42;0;NULL;0.00;98;18712.71;4663;561.82;3378136.11;31806945.00;7500000.00;29642210.29;NULL
2698;2024-03-09;2;18;19;35;45;60;0;NULL;0.00;43;57263.31;3144;1118.83;7913992.91;42707500.00;12000000.00;30290189.86;NULL
2699;2024-03-12;9;23;31;49;54;58;0;NULL;0.00;43;51309.67;2883;1093.26;44132062.41;38267220.00;50000000.00;30870799.26;NULL
2700;2024-03-14;1;11;19;20;28;48;0;NULL;0.00;86;39206.07;4852;992.73;50343129.05;58480490.00;58000000.00;31758094.51;NULL
2701;2024-03-16;6;15;18;31;32;47;0;NULL;0.00;72;59349.01;5712;1068.70;58214681.45;74114845.00;67000000.00;32882602.02;NULL
2702;2024-03-19;6;13;20;34;40;46;0;NULL;0.00;67;57510.24;4694;1172.67;65312656.12;66831200.00;75000000.00;33896598.41;NULL
2703;2024-03-21;3;7;11;35;38;56;0;NULL;0.00;172;24864.59;9237;661.42;73190804.53;74176950.00;83000000.00;35022048.20;NULL
2704;2024-03-23;3;7;10;25;31;52;0;NULL;0.00;216;24404.31;11623;647.89;107270294.56;91428080.00;120000000.00;36409240.77;NULL
2705;2024-03-26;2;16;22;27;35;47;1;RECIFE/PE;118265926.76;182;32797.02;10213;834.93;0.00;103529715.00;4000000.00;37980045.39;NULL
2706;2024-03-30;10;11;17;24;30;45;0;NULL;0.00;66;39391.36;5332;696.55;4789159.57;45092480.00;10500000.00;38664211.06;NULL
2707;2024-04-02;7;9;11;39;54;57;0;NULL;0.00;43;47089.69;3349;863.73;8519158.47;35119920.00;13000000.00;39197068.05;NULL
2708;2024-04-04;10;11;12;19;23;28;0;NULL;0.00;126;17344.12;5990;521.19;12544819.94;37903740.00;17500000.00;39772162.55;NULL
2709;2024-04-06;12;22;23;24;47;53;0;NULL;0.00;62;48796.35;4628;933.87;36417795.99;52473285.00;43000000.00;40568313.49;NULL
2710;2024-04-09;5;6;25;42;44;50;0;NULL;0.00;49;64962.49;3968;1146.01;42281515.25;55210030.00;50000000.00;41405987.67;NULL
2711;2024-04-11;14;36;38;46;55;60;0;NULL;0.00;69;49876.99;4507;1090.84;48621142.88;59690960.00;56000000.00;42311648.77;NULL
2712;2024-04-13;7;15;19;35;40;42;0;NULL;0.00;99;41893.09;6276;944.05;56261119.91;71934440.00;66000000.00;43403074.07;NULL
2713;2024-04-16;9;23;25;26;35;58;0;NULL;0.00;66;55368.20;4712;1107.90;62992727.03;63381655.00;72000000.00;44364732.24;NULL
2714;2024-04-18;16;17;42;45;52;57;0;NULL;0.00;78;49552.51;4882;1131.00;91292256.11;67037760.00;100000000.00;45381862.66;NULL
2715;2024-04-20;7;19;25;46;50;53;1;RIO DE JANEIRO/RJ;102128925.42;145;40570.78;8367;1004.41;0.00;102032995.00;3500000.00;46929958.29;NULL
2716;2024-04-23;5;20;27;28;48;49;0;NULL;0.00;24;58527.17;1750;1146.65;2587516.86;24362845.00;6000000.00;47299603.57;NULL
2717;2024-04-25;6;22;34;36;44;50;1;CANAL ELETRONICO;5581371.93;31;52426.96;1883;1233.01;0.00;28188735.00;3000000.00;47727297.17;NULL
2718;2024-04-27;6;30;34;41;46;59;0;NULL;0.00;21;88273.53;1731;1529.87;3414791.50;32152075.00;6500000.00;48215124.55;NULL
2719;2024-04-30;16;25;27;30;42;48;0;NULL;0.00;39;45515.78;2110;1201.83;21206489.72;30788310.00;28000000.00;48682260.19;NULL
2720;2024-05-04;8;15;16;23;42;43;0;NULL;0.00;2967;1878.49;6884;809.63;28393381.84;67668405.00;37000000.00;49708959.08;NULL
2721;2024-05-07;9;10;11;25;46;48;0;NULL;0.00;81;36177.87;5339;784.09;33791501.76;50826165.00;40000000.00;50480119.09;NULL
2722;2024-05-09;19;23;25;36;44;46;0;NULL;0.00;72;43867.37;5080;888.20;39609700.48;54781430.00;47000000.00;51311290.34;NULL
2723;2024-05-11;6;12;19;28;50;60;1;FUNDAO/ES;46726380.41;100;38633.40;6090;906.24;0.00;67007320.00;2500000.00;52327958.92;NULL
2724;2024-05-14;11;21;24;26;42;54;0;NULL;0.00;28;49929.37;1955;1021.57;20235141.61;24247860.00;25000000.00;52695859.60;NULL
2725;2024-05-16;2;10;32;33;38;47;0;NULL;0.00;41;54241.82;3204;991.57;24331826.68;38572465.00;30000000.00;53281100.35;NULL
2726;2024-05-18;27;45;49;53;55;59;0;NULL;0.00;48;69387.92;3858;1233.28;30467179.58;57767605.00;37000000.00;54157579.35;NULL
2727;2024-05-21;4;32;39;48;51;57;0;NULL;0.00;58;47840.90;3350;1183.27;35578601.91;48126755.00;42000000.00;54887782.55;NULL
2728;2024-05-23;2;9;11;25;43;51;0;NULL;0.00;83;34712.93;4779;861.25;40886025.40;49972210.00;47000000.00;55645985.92;NULL
2729;2024-05-25;20;27;41;47;53;54;0;NULL;0.00;59;62041.66;3760;1390.75;64847955.03;63488445.00;75000000.00;56609264.36;NULL
2730;2024-05-28;7;24;29;41;46;60;0;NULL;0.00;97;39704.60;5209;1056.23;71942539.55;66799280.00;80000000.00;57622776.45;NULL
2731;2024-06-01;4;12;32;45;49;58;0;NULL;0.00;126;45794.77;9008;915.08;82571747.91;100079640.00;95000000.00;59141234.81;NULL
2732;2024-06-04;1;3;16;18;49;60;0;NULL;0.00;94;51300.81;6173;1115.98;91454887.45;83639475.00;100000000.00;60410254.76;NULL
2733;2024-06-06;14;20;21;39;44;56;0;NULL;0.00;117;47166.50;7450;1058.19;101620509.10;95714725.00;112000000.00;61862486.44;NULL
2734;2024-06-08;21;27;35;48;59;60;1;PONTA GROSSA/PR;114104458.33;137;49467.16;7811;1239.46;30961230.65;117543010.00;35000000.00;63645907.77;NULL
2735;2024-06-11;5;33;46;47;53;59;0;NULL;0.00;62;41177.36;4504;809.75;35664118.40;44280185.00;40000000.00;64317748.89;NULL
2736;2024-06-13;11;17;24;26;35;43;0;NULL;0.00;69;39700.69;4581;854.25;40710284.71;47512335.00;47000000.00;65038629.81;NULL
2737;2024-06-15;16;20;30;34;37;45;0;NULL;0.00;67;52990.78;4208;1205.31;47250462.90;61579250.00;53000000.00;65972940.99;NULL
